Loaded module: cuda/11.7

[INFO] Optimizing splines for rerun=0, decoder=0
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun8_dec0.pt | 45 splines

[INFO] Optimizing splines for rerun=8, decoder=1
  Step 0 | Energy: 35.2984
  Step 100 | Energy: 31.9902
  Step 200 | Energy: 29.5552
  Step 300 | Energy: 27.7346
  Step 400 | Energy: 26.5326
  Step 500 | Energy: 25.7304
  Step 600 | Energy: 25.2746
  Step 700 | Energy: 25.0184
  Step 800 | Energy: 24.8570
  Step 900 | Energy: 24.7460
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun8_dec1.pt | 45 splines

[INFO] Optimizing splines for rerun=8, decoder=2
  Step 0 | Energy: 42.9131
  Step 100 | Energy: 38.8510
  Step 200 | Energy: 35.7672
  Step 300 | Energy: 33.3789
  Step 400 | Energy: 31.6616
  Step 500 | Energy: 30.4431
  Step 600 | Energy: 29.7367
  Step 700 | Energy: 29.3244
  Step 800 | Energy: 29.0666
  Step 900 | Energy: 28.9182
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun8_dec2.pt | 45 splines

[INFO] Optimizing splines for rerun=9, decoder=0
  Step 0 | Energy: 30.9668
  Step 100 | Energy: 28.0037
  Step 200 | Energy: 26.1558
  Step 300 | Energy: 24.8882
  Step 400 | Energy: 23.9904
  Step 500 | Energy: 23.3545
  Step 600 | Energy: 22.8870
  Step 700 | Energy: 22.5367
  Step 800 | Energy: 22.2674
  Step 900 | Energy: 22.0620
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun9_dec0.pt | 45 splines

[INFO] Optimizing splines for rerun=9, decoder=1
  Step 0 | Energy: 32.8767
  Step 100 | Energy: 29.7192
  Step 200 | Energy: 27.4426
  Step 300 | Energy: 25.7992
  Step 400 | Energy: 24.6791
  Step 500 | Energy: 23.9848
  Step 600 | Energy: 23.4787
  Step 700 | Energy: 23.0951
  Step 800 | Energy: 22.7993
  Step 900 | Energy: 22.5657
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun9_dec1.pt | 45 splines

[INFO] Optimizing splines for rerun=9, decoder=2
  Step 0 | Energy: 32.3133
  Step 100 | Energy: 28.9754
  Step 200 | Energy: 26.8415
  Step 300 | Energy: 25.4406
  Step 400 | Energy: 24.4950
  Step 500 | Energy: 23.8271
  Step 600 | Energy: 23.3407
  Step 700 | Energy: 22.9452
  Step 800 | Energy: 22.6589
  Step 900 | Energy: 22.4439
[OK] Saved: src/artifacts/ensemble/spline_ensemble_optimized_seed12_p10_rerun9_dec2.pt | 45 splines
